Customer_ID,Age,Gender,Location,Purchase_Amount,Product_Category,Clicked_Ad,Browsing_History,Interest_Score,Churn_Risk
5422,27,M,AM,5014.85,Beleza,Sim,"['http://www.herrera.com/', 'http://diaz.info/', 'http://www.byrd.com/', 'https://www.hall.com/']",0.74,High
9452,24,F,PA,6023.15,Saúde,Não,"['https://johnson.org/', 'https://www.taylor-martinez.biz/', 'http://www.torres.info/', 'http://www.oneill.com/', 'https://www.espinoza.com/', 'http://brown-lopez.com/', 'http://www.patterson-knight.com/']",0.85,High
7343,62,M,MG,5249.9,Eletronicos,Não,"['http://www.howard.com/', 'https://mccarty-vasquez.org/', 'http://jones.com/', 'http://www.cook.com/']",0.79,High
1609,76,F,AM,5861.07,Beleza,Sim,['https://www.white.com/'],0.57,Low
4271,40,M,BA,620.58,Casa,Não,"['http://www.dixon.com/', 'http://www.smith-williams.com/', 'http://www.carter.org/', 'http://allen-lane.com/', 'https://herrera.biz/', 'http://wade.info/', 'http://www.robertson.com/', 'http://williams.org/', 'https://bell-ashley.net/', 'https://www.keller.com/']",0.73,Low
7555,20,F,PR,125.76,Eletronicos,Não,['http://www.carr.com/'],0.74,High
7676,29,F,MG,134.4,Beleza,Sim,"['http://www.scott-morgan.info/', 'http://smith.com/', 'http://www.silva.com/', 'http://white.net/']",0.63,High
5993,30,M,SP,9601.43,Brinquedos,Sim,"['https://www.lane.org/', 'http://johnson.com/', 'https://www.scott.com/', 'https://www.mcneil-cooper.com/']",0.75,High
5512,19,M,RS,9881.62,Moda,Sim,"['https://leonard.com/', 'http://www.stewart.com/', 'https://lopez.com/', 'https://www.washington.biz/', 'https://www.wagner.com/', 'http://stephens.info/']",0.88,High
2420,19,M,AM,6609.61,Saúde,Não,"['https://bowers.net/', 'http://www.fernandez.com/']",0.54,Low
1877,44,F,AM,7604.08,Livros,Não,"['http://www.sloan.com/', 'https://www.moore.com/', 'https://www.adams-rice.com/']",0.62,High
3412,57,M,RJ,2940.06,Esportes,Não,"['http://www.yang.com/', 'http://avery.com/', 'http://perez-reynolds.biz/', 'http://thomas-johnson.biz/', 'http://www.smith-dixon.com/', 'http://hunt.biz/', 'https://www.hill.com/']",0.91,High
9698,37,M,DF,6539.37,Livros,Sim,"['https://young.info/', 'https://sanders.biz/', 'http://www.hendricks.biz/', 'https://bradley.net/', 'http://www.haley.com/', 'https://hunter.com/', 'https://www.fleming.com/', 'http://brown.info/']",0.55,Low
8294,72,M,PA,8002.81,Beleza,Sim,"['https://www.bennett-davis.com/', 'https://gonzalez.com/', 'http://www.tyler-jensen.info/', 'http://stokes-riley.net/', 'https://walton.com/']",0.87,Medium
2373,18,M,PR,8378.19,Saúde,Não,"['http://lopez.com/', 'http://www.williams.com/', 'https://gray-cantu.net/', 'http://mosley.org/']",0.71,High
1647,45,F,RJ,7403.34,Games,Não,"['http://www.keller-johnson.com/', 'https://www.miller.com/', 'https://gonzalez.com/', 'http://johnson.com/']",0.84,High
4179,70,M,DF,8783.97,Moda,Não,['http://www.fuller.com/'],0.85,Medium
2953,43,F,PA,9714.18,Saúde,Sim,"['http://www.martinez.com/', 'https://nelson.biz/', 'http://webster-thomas.com/', 'https://norman.com/', 'http://www.turner.com/', 'https://www.harper-schmidt.com/', 'http://moran.org/', 'http://garcia.com/']",0.67,High
8433,50,M,SC,5119.1,Esportes,Não,"['https://carroll.biz/', 'http://www.martin.com/', 'http://www.martin-gonzales.com/', 'https://lucas.com/', 'http://lewis.com/', 'http://www.huber-brown.com/', 'https://cochran-santos.com/']",0.89,High
4561,74,M,PA,9540.03,Casa,Sim,"['http://www.wall.com/', 'https://www.ruiz.com/', 'http://acosta.com/', 'https://www.young.info/', 'http://cabrera.org/', 'https://torres.com/']",0.86,High
6561,69,M,SC,5119.69,Games,Sim,"['https://nolan-martin.info/', 'http://le-cook.com/', 'https://ball-santos.net/', 'http://jones.com/', 'https://www.carpenter-saunders.biz/', 'https://www.baker.info/', 'http://baker.org/', 'http://adams-leach.net/', 'https://gray-davis.com/']",0.68,High
9900,69,M,SP,5593.23,Beleza,Não,"['https://miller.org/', 'http://ward.org/', 'https://www.harrison.com/', 'https://www.perry.com/']",0.86,Low
4461,53,M,RS,8678.7,Esportes,Não,"['https://www.hill-franklin.net/', 'https://www.johnson-jordan.org/', 'https://thompson-maldonado.com/', 'https://ward-west.org/', 'http://www.lopez.com/']",0.97,Low
8198,25,F,RS,7962.26,Beleza,Sim,"['https://www.barber.biz/', 'http://lee.com/', 'http://farmer.com/', 'http://www.mason-washington.net/', 'http://www.bell.info/', 'http://www.rasmussen-welch.com/', 'https://brown-jackson.net/']",0.92,High
6602,53,F,PA,4919.43,Eletronicos,Sim,"['http://johnson.info/', 'http://www.torres.com/', 'https://www.miller.com/', 'https://lyons.com/']",0.59,Medium
7096,72,F,RS,8241.08,Eletronicos,Sim,"['https://petersen-melton.com/', 'https://williams-garcia.net/', 'http://www.mitchell.info/', 'http://davis.com/', 'https://www.ward.net/', 'http://johnson-brown.com/', 'https://fox.info/', 'http://www.porter.org/']",0.69,Low
1919,19,M,AM,1982.24,Eletronicos,Não,"['http://www.briggs-black.net/', 'https://www.phillips.com/', 'https://snyder.com/', 'http://www.perry-salazar.com/', 'https://www.mccall.com/', 'http://morrison.info/', 'http://www.molina.com/']",0.93,High
6411,31,M,SC,9517.77,Beleza,Sim,"['http://www.terry-johnson.com/', 'https://www.garner-morse.com/', 'https://saunders.com/', 'http://www.parker-peterson.org/', 'https://young.net/', 'http://www.joseph.net/']",0.57,Medium
9602,69,M,RJ,5302.91,Moda,Sim,['http://hines.net/'],0.58,Medium
8985,55,M,DF,6620.82,Esportes,Não,"['http://acevedo.info/', 'https://www.ramirez.com/', 'http://www.hamilton.biz/', 'https://www.sanders.com/', 'http://www.howard.net/', 'https://lopez-johnson.com/', 'http://brown.com/', 'http://jackson-stephenson.biz/', 'https://www.gross.com/', 'http://long.net/']",0.57,Low
4357,45,M,DF,7567.05,Livros,Sim,"['https://www.frye-salazar.com/', 'https://parsons.com/', 'http://taylor.com/', 'http://merritt.com/', 'http://ortiz.org/']",0.64,High
2753,37,M,SC,3057.17,Livros,Não,"['https://matthews-wong.com/', 'http://rodriguez.com/', 'http://www.reynolds.com/', 'http://jackson.com/']",0.91,High
7401,36,F,PR,6571.04,Esportes,Sim,"['http://www.mueller.com/', 'http://hughes.com/', 'http://www.rivers.org/']",0.75,High
1776,57,M,PA,2292.36,Moda,Não,"['http://www.powell-hayes.com/', 'http://townsend-harrison.com/', 'http://www.spencer.com/', 'https://smith-jones.info/']",0.89,Medium
9206,68,M,SC,4892.66,Moda,Não,"['http://harris-cardenas.net/', 'http://www.burgess.com/', 'http://munoz-holder.biz/']",0.56,High
6559,28,F,PR,2814.65,Eletronicos,Não,"['https://phillips-walker.com/', 'https://www.aguilar-casey.com/', 'http://young-flores.com/', 'http://www.foley.com/', 'http://ramirez.info/']",0.9,Medium
3514,34,F,PA,3377.08,Eletronicos,Sim,"['http://coleman.com/', 'http://fowler-christensen.info/', 'http://cross.com/', 'http://www.garrett.info/', 'https://www.hahn.net/', 'https://johnson.com/', 'https://www.adams.com/', 'https://www.zuniga.com/']",0.54,High
6916,69,M,SC,8975.52,Games,Não,"['http://www.murphy-bender.info/', 'http://www.hamilton.org/', 'https://www.clark.biz/', 'http://gordon.biz/', 'http://www.kramer.info/', 'https://www.adams.net/', 'https://www.newman.com/', 'https://thomas.com/', 'https://www.jackson.com/', 'http://lee-vaughan.com/']",0.82,High
7028,39,M,SC,9196.56,Saúde,Não,"['https://www.butler-mathews.net/', 'https://www.miller-williams.com/']",0.78,Low
4293,23,F,RJ,878.09,Brinquedos,Sim,"['http://www.robles.biz/', 'https://sanchez.com/', 'http://lopez-adams.com/', 'https://www.hamilton.biz/', 'http://www.patterson-anderson.com/', 'https://travis.com/']",0.65,High
6612,57,M,MG,6021.43,Games,Sim,"['https://www.jackson-ford.com/', 'http://www.matthews.com/', 'https://www.dickerson-white.net/']",0.54,Medium
1729,76,F,BA,9744.51,Eletronicos,Não,"['https://www.johnson.com/', 'https://pitts-wilson.com/', 'https://www.miller-ramirez.net/', 'http://smith.com/', 'http://smith.com/', 'http://jackson.com/', 'https://byrd.com/']",1.0,Low
5077,58,F,PR,8656.48,Moda,Não,['http://www.gould.org/'],0.77,Low
9067,61,M,PR,8293.19,Livros,Sim,"['http://thomas-johnson.com/', 'https://schmidt.com/', 'http://www.day.com/', 'https://www.jordan-myers.org/', 'http://www.brown-stevens.com/', 'http://morrison.com/', 'http://morris-hall.com/']",0.89,Low
3786,51,M,PA,300.02,Eletronicos,Sim,"['https://clark.info/', 'http://www.gutierrez-liu.info/', 'http://olson.com/']",0.56,Medium
3598,19,M,DF,6431.63,Esportes,Não,"['http://williams.com/', 'http://www.beck.com/', 'http://anderson-benson.com/', 'http://www.kennedy.com/', 'http://www.lawrence-murray.com/', 'http://www.adams.org/', 'https://www.arias.org/', 'http://www.peterson-schroeder.com/', 'https://www.arnold.net/']",0.82,Low
8174,45,M,BA,7908.91,Eletronicos,Não,"['http://www.wade-sharp.org/', 'https://www.santana-collins.org/', 'https://www.travis-snyder.com/', 'http://www.brown.info/', 'https://duncan.info/', 'https://vargas-bell.biz/', 'https://www.woods.com/', 'http://www.davis-carter.com/', 'http://www.kidd.com/', 'http://www.mack-downs.net/']",0.89,Medium
8941,79,M,AM,7029.01,Beleza,Não,"['https://rodriguez-allen.org/', 'https://keller-atkins.com/', 'http://www.roberson.com/']",0.78,Medium
3494,51,M,RS,2086.17,Brinquedos,Não,"['https://www.walker.org/', 'https://www.hansen.com/', 'http://cortez-morgan.com/', 'https://cruz.com/', 'https://singleton.com/', 'https://moore.com/', 'http://www.mcclure.com/', 'https://www.harrington-reyes.biz/']",0.6,High
2026,51,F,DF,5489.22,Esportes,Sim,"['https://www.huffman.info/', 'http://steele.com/', 'http://www.stanley.com/', 'https://www.barnes.com/', 'https://alvarez.org/', 'https://www.phillips.com/', 'https://www.hayes-deleon.biz/']",0.86,High
6614,47,M,SC,7346.82,Saúde,Não,"['http://www.moore.com/', 'https://www.nolan.info/', 'http://duarte.com/']",0.89,High
2276,61,M,PA,5666.53,Esportes,Sim,"['https://blake-baker.com/', 'http://www.stuart-martin.com/']",0.92,Medium
5071,75,M,SC,9210.25,Brinquedos,Não,"['http://ortega-butler.biz/', 'http://www.yu.com/', 'http://www.short-patterson.net/', 'http://www.maddox-dominguez.info/', 'https://www.houston.biz/']",0.58,Low
5414,31,M,BA,3457.34,Beleza,Sim,"['http://sosa-eaton.com/', 'https://shaw.com/', 'https://moreno-barnett.org/', 'https://daniel.com/', 'https://weaver.com/', 'http://howell-leonard.com/', 'http://martin.biz/', 'https://www.murray.com/', 'http://www.edwards-rodriguez.org/']",0.84,Medium
5017,29,M,RS,149.37,Casa,Não,['http://olsen-park.org/'],0.54,Medium
5235,45,M,BA,5421.97,Games,Não,"['http://www.wood-huang.biz/', 'https://sanders-goodwin.com/', 'https://lewis.com/', 'http://www.carr.org/', 'https://www.ingram-mason.info/', 'https://www.chavez-cabrera.com/', 'https://www.norman-gray.com/', 'http://www.lawrence.com/', 'https://www.russell-kelley.net/', 'https://www.peterson.com/']",0.69,High
6194,33,M,BA,8346.23,Games,Não,"['https://mclean.com/', 'http://www.ramirez.org/', 'http://www.aguilar.com/', 'https://barr-johnson.com/']",0.97,High
8930,35,F,BA,5681.38,Eletronicos,Não,"['https://www.phillips.info/', 'https://lozano.com/', 'https://mckay.com/', 'http://johnson-gates.net/', 'http://www.williams.net/', 'https://www.wong.com/', 'http://www.parker.info/', 'https://www.gordon.com/', 'http://jefferson-chavez.com/', 'http://www.dalton.com/']",0.87,Medium
6991,22,M,BA,3895.76,Moda,Sim,"['https://www.love.com/', 'http://foster-love.com/', 'https://hensley.biz/', 'http://garrett-mcpherson.net/', 'http://www.alvarez.com/', 'https://www.martin-moore.com/', 'http://www.watkins.com/']",0.94,Medium
6818,41,F,DF,4039.54,Beleza,Sim,"['http://brown-morse.info/', 'http://hendrix.com/']",0.72,Medium
4109,33,F,AM,8319.54,Beleza,Não,"['http://adams-mccarthy.net/', 'https://bennett-wells.net/', 'https://www.mccoy.com/', 'https://www.cruz.com/', 'https://www.roberts.info/', 'http://cooper-thomas.com/']",0.82,Medium
4809,68,F,BA,4361.26,Beleza,Sim,"['http://olson.com/', 'https://www.bowman.org/']",0.74,High
3343,38,M,PR,8229.5,Beleza,Sim,"['http://www.johnson.com/', 'http://lynn.com/', 'http://www.wang.com/', 'https://www.martinez-anderson.com/', 'http://www.thomas-turner.biz/']",0.78,High
3651,64,M,PR,403.4,Games,Sim,"['http://www.randolph.info/', 'http://randolph.net/', 'https://perez.net/', 'http://www.hamilton.com/', 'https://mcfarland-mills.com/', 'http://kelly.net/', 'https://www.avery.com/', 'http://www.mann-clark.net/', 'https://www.gray-lindsey.net/']",0.92,High
5513,55,M,RJ,8884.44,Casa,Sim,"['http://www.navarro.net/', 'https://torres.com/', 'https://king.com/', 'http://www.pham-sanchez.biz/', 'http://sanchez.com/', 'http://morgan.com/', 'http://www.aguilar-reed.com/']",0.95,High
1661,23,F,SP,5363.6,Saúde,Não,"['https://gutierrez.info/', 'https://www.andersen.com/', 'http://www.hansen.net/']",0.52,Low
6071,51,M,BA,3822.32,Esportes,Sim,"['http://www.brooks-johnston.com/', 'http://www.matthews-davis.org/', 'http://orr-clements.com/', 'http://clark.com/']",0.62,High
9296,32,M,SC,3935.46,Eletronicos,Sim,"['https://www.price.com/', 'https://mclaughlin.com/', 'http://www.perry.net/', 'http://curtis-valentine.com/', 'https://www.white.biz/', 'https://www.smith.com/']",0.97,High
3332,52,M,PR,3767.91,Beleza,Não,"['https://www.summers.com/', 'https://chapman-perry.com/', 'http://bennett.com/', 'http://www.berry-crosby.org/', 'http://www.olson.com/', 'http://www.murphy.com/', 'https://zimmerman.com/', 'http://hull.org/', 'http://www.wallace.net/']",0.78,Medium
4885,62,M,RS,9760.97,Brinquedos,Não,"['http://farmer.net/', 'http://www.henderson-moore.biz/', 'https://www.miller.com/', 'http://sutton.com/', 'https://nichols-hernandez.info/', 'https://www.stephens-cox.com/', 'https://velez-garcia.com/', 'https://daniels.info/', 'http://hammond.com/', 'http://stein.com/']",0.56,Low
6682,50,M,PR,9203.96,Games,Sim,"['http://harris.com/', 'http://carpenter.info/', 'https://www.sims.biz/', 'https://herrera-thompson.net/', 'https://www.curry.com/', 'https://www.lee.com/', 'https://www.valdez.com/', 'https://lynch-joyce.com/', 'https://preston.com/', 'https://www.wagner.com/']",0.98,Medium
4329,20,F,BA,5114.52,Brinquedos,Não,"['https://lawrence.info/', 'http://cole-bailey.com/', 'http://davis.org/', 'https://wallace-carson.com/', 'http://www.coleman.com/', 'http://www.cooper.biz/']",0.88,High
3947,64,F,SC,2731.23,Livros,Não,"['https://soto.net/', 'http://www.gonzalez-oconnor.com/', 'https://ortiz.net/', 'https://www.guzman-bauer.com/', 'http://wilson.org/', 'http://www.white-valdez.org/', 'https://cantrell.com/', 'https://cox.biz/', 'http://curtis.info/', 'https://www.hayes.com/']",0.8,High
7845,69,F,RS,8360.77,Beleza,Não,"['http://thompson.com/', 'http://www.harris.com/', 'http://robbins.com/', 'http://gilbert.net/', 'http://cook-nguyen.com/']",0.51,Medium
1195,30,M,PA,9424.92,Games,Não,"['https://www.fry-smith.biz/', 'http://www.robinson.com/', 'https://www.perkins-henderson.info/']",0.83,Low
5539,28,F,PA,3687.87,Moda,Sim,"['http://ross.com/', 'http://garcia-weiss.net/', 'https://cross-reilly.com/', 'http://www.francis.com/', 'http://www.mcgee-hanson.com/', 'https://porter.com/', 'http://davis.com/', 'http://www.newton.org/']",0.58,High
4735,22,M,PR,1636.57,Games,Sim,['http://flores.com/'],0.52,High
4748,48,M,RS,8651.17,Saúde,Sim,"['https://stephens.com/', 'http://www.gates.org/', 'http://welch-henry.com/', 'https://www.morris.org/', 'http://www.elliott.org/', 'https://williams.com/', 'https://moran.com/', 'https://martin.com/']",0.7,Low
3762,64,M,SC,2413.11,Beleza,Sim,['http://dawson-myers.com/'],0.58,High
2150,77,F,DF,3270.85,Moda,Sim,"['https://www.palmer.com/', 'https://wilkerson.com/', 'https://werner-martin.com/', 'https://www.williams.biz/', 'https://www.lyons-green.net/', 'https://www.dunn.net/', 'https://www.mendoza.org/', 'https://www.barnes.com/', 'https://www.warren-rivera.net/']",0.89,Medium
4638,31,M,SP,629.88,Esportes,Não,"['http://www.newman.com/', 'https://www.torres.com/', 'https://riley.net/', 'https://www.martinez.com/', 'http://www.miller.com/', 'https://www.lewis.com/']",0.85,High
2440,54,M,BA,599.42,Beleza,Não,"['http://www.ellis-rodriguez.com/', 'http://www.boyd.net/', 'http://www.ayala.com/']",0.61,Low
6969,57,M,RS,7536.02,Moda,Sim,"['https://diaz.org/', 'https://avila.info/', 'https://www.robertson-fowler.com/', 'http://terry-decker.net/', 'http://www.brown-vargas.com/', 'http://www.lucas.info/', 'http://www.gonzalez-montgomery.com/']",0.76,High
2741,26,F,PR,3808.53,Brinquedos,Não,"['https://www.yates.biz/', 'https://robinson.net/', 'http://www.mcgrath.com/']",0.7,High
8729,55,F,RS,7917.29,Saúde,Sim,"['http://www.herrera-morgan.info/', 'https://www.osborne.com/', 'https://www.french.com/']",0.9,High
3428,39,F,PR,7706.42,Livros,Não,"['https://garza-carter.com/', 'http://www.oliver.com/', 'http://www.rivera.com/', 'http://howard.com/', 'http://www.solis.info/', 'http://suarez.com/', 'https://www.rose.com/', 'https://steele.biz/', 'http://www.torres-phelps.com/']",0.94,Medium
7573,52,F,PR,896.77,Games,Não,"['https://www.moreno-price.com/', 'http://smith.com/', 'http://www.white.com/', 'http://www.pearson-lawson.info/', 'https://murphy.com/']",0.58,Medium
6322,41,M,DF,6628.44,Brinquedos,Não,['https://www.bradford.biz/'],0.95,Low
2552,77,M,PA,9379.56,Livros,Sim,"['https://williams-nixon.com/', 'https://chambers-graham.biz/', 'http://lopez.biz/', 'http://www.sanchez.net/', 'https://www.holland.com/', 'http://www.king.net/', 'https://www.aguirre.net/', 'http://crawford-wilson.com/']",0.79,High
5820,61,M,RS,5459.88,Beleza,Não,"['https://ross-harris.com/', 'https://www.baker-white.biz/', 'http://howell.com/', 'http://jackson.org/', 'https://malone-vazquez.net/', 'https://www.holt-potts.biz/']",0.98,Low
